Index,PubID,Result,Links,ID,Summary,History,input_text
4,34506326,yes,https://pubmed.ncbi.nlm.nih.gov/34506326,34506326,Objective: The aim of this study was to determine which initial surgical treatment results in the lowest rate of death or neurodevelopmental impairment (NDI) in premature infants with necrotizing enterocolitis (NEC) or isolated intestinal perforation (IP).,"12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- Objective: The aim of this study was to determine which initial surgical treatment results in the lowest rate of death or neurodevelopmental impairment (NDI) in premature infants with necrotizing enterocolitis (NEC) or isolated intestinal perforation (IP)."
8,30384985,yes,https://pubmed.ncbi.nlm.nih.gov/30384985,30384985,"Despite reduction in mortality associated with extreme prematurity, long term pulmonary morbidities remain a concern, with growing recognition of the clinical burden attributable to infants with bronchopulmonary dysplasia (BPD)-associated pulmonary hypertension (PH). Despite these guidelines, significant practice variation persists and gaps remain with respect to optimal evaluation and management of BPD-associated PH.","12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- Despite reduction in mortality associated with extreme prematurity, long term pulmonary morbidities remain a concern, with growing recognition of the clinical burden attributable to infants with bronchopulmonary dysplasia (BPD)-associated pulmonary hypertension (PH). Despite these guidelines, significant practice variation persists and gaps remain with respect to optimal evaluation and management of BPD-associated PH."
17,33958518,yes,https://pubmed.ncbi.nlm.nih.gov/33958518,33958518,"Background: Necrotizing enterocolitis (NEC) is a serious infection of the bowel wall induced by multiple pathological factors, which include inflammation and tissue invasion with bacteria known to cause severe infections.","12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- Background: Necrotizing enterocolitis (NEC) is a serious infection of the bowel wall induced by multiple pathological factors, which include inflammation and tissue invasion with bacteria known to cause severe infections."
25,30172660,yes,https://pubmed.ncbi.nlm.nih.gov/30172660,30172660,"Although the pathogenesis of NEC is not clear, microbial dysbiosis, with a bloom of the phylum Proteobacteria, has been reported. Microbial metabolites, short chain fatty acids including acetate and butyrate, may modulate immunity, inflammation, intestinal integrity and regulate transcription by epigenetic mechanisms.","12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- Although the pathogenesis of NEC is not clear, microbial dysbiosis, with a bloom of the phylum Proteobacteria, has been reported. Microbial metabolites, short chain fatty acids including acetate and butyrate, may modulate immunity, inflammation, intestinal integrity and regulate transcription by epigenetic mechanisms."
26,34836137,maybe,https://pubmed.ncbi.nlm.nih.gov/34836137,34836137,"(1) Background: The tolerance of preterm newborns for the high nutritional intakes given by parenteral nutrition (PN) is still debated because of the risk of metabolic complications. 2) Methods: We divided the study sample in two cohorts: 1) Late-Feeding (cohort 1), newborns who received MEF starting from the 8th day of age, and (2) Early-Feeding (cohort 2), newborns who received MEF, consisting of the administration of at least 4-5 mL/kg/day by the enteral route, in the first 7 days of age.","12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- (1) Background: The tolerance of preterm newborns for the high nutritional intakes given by parenteral nutrition (PN) is still debated because of the risk of metabolic complications. 2) Methods: We divided the study sample in two cohorts: 1) Late-Feeding (cohort 1), newborns who received MEF starting from the 8th day of age, and (2) Early-Feeding (cohort 2), newborns who received MEF, consisting of the administration of at least 4-5 mL/kg/day by the enteral route, in the first 7 days of age."
27,33378779,yes,https://pubmed.ncbi.nlm.nih.gov/33378779,33378779,"Introduction: In necrotizing enterocolitis (NEC), blood transfusions (BTs) are a disputed factor concerning the etiology and the outcome. We assessed retrospectively the effects of preonset BT on the outcome of NEC and spontaneous intestinal perforation (SIP).","12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- Introduction: In necrotizing enterocolitis (NEC), blood transfusions (BTs) are a disputed factor concerning the etiology and the outcome. We assessed retrospectively the effects of preonset BT on the outcome of NEC and spontaneous intestinal perforation (SIP)."
30,34469367,yes,https://pubmed.ncbi.nlm.nih.gov/34469367,34469367,"Background: Abdominal x-ray (KUB) routinely aids in detecting necrotizing enterocolitis (NEC), one of the most serious neonatal intestinal diseases.","12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- Background: Abdominal x-ray (KUB) routinely aids in detecting necrotizing enterocolitis (NEC), one of the most serious neonatal intestinal diseases."
31,35086498,yes,https://pubmed.ncbi.nlm.nih.gov/35086498,35086498,Background: The aim of this review was to identify relevant randomized controlled trials (RCTs) and non-RCTs to evaluate the existing knowledge on the effect of antibiotic treatment for infants with necrotizing enterocolitis (NEC).,"12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- Background: The aim of this review was to identify relevant randomized controlled trials (RCTs) and non-RCTs to evaluate the existing knowledge on the effect of antibiotic treatment for infants with necrotizing enterocolitis (NEC)."
32,30387398,yes,https://pubmed.ncbi.nlm.nih.gov/30387398,30387398,Advances in decoding the pathophysiology of NEC are being made but a more comprehensive understanding is needed for the targeting of preventative strategies. The organisms present in the intestinal tract prior to the onset of NEC along with their diversity and functional capabilities are just beginning to be understood.,"12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- Advances in decoding the pathophysiology of NEC are being made but a more comprehensive understanding is needed for the targeting of preventative strategies. The organisms present in the intestinal tract prior to the onset of NEC along with their diversity and functional capabilities are just beginning to be understood."
33,36034384,yes,https://pubmed.ncbi.nlm.nih.gov/36034384,36034384,Background: The current indications based on the clinicopathological parameters for predicting the need for surgery in neonatal necrotizing enterocolitis (NEC) are still limited. This study retrospectively analyzes the characteristics of neonatal NEC and aims to identify the risk factors for surgical intervention in NEC.,"12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds","Is this patient history- 12 - born at 33 weeks becomes let ##har ##gic and h ##pot ##mic the of 24 h he to ##ler ##ating his formula has two of bi em of ##ar ##r ##hea . physical reveals abdominal ##sten ##tion , loops bow ##el , er ##yt ##hem ##a , ##el sounds- related to abstract- Background: The current indications based on the clinicopathological parameters for predicting the need for surgery in neonatal necrotizing enterocolitis (NEC) are still limited. This study retrospectively analyzes the characteristics of neonatal NEC and aims to identify the risk factors for surgical intervention in NEC."
