Index,PubID,Result,Links,ID,Summary,History,input_text
1,34236819,yes,https://pubmed.ncbi.nlm.nih.gov/34236819,34236819,"Introduction: In this study, we aimed to investigate the relationship between postoperative mortality, morbidity, hospital stay and development of postoperative complications with the glycosylated hemoglobin (HbA1c) level and low left ventricular ejection fraction (LVEF) in diabetic and non-diabetic patients who underwent elective coronary artery bypass (CABG) surgery.","year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Introduction: In this study, we aimed to investigate the relationship between postoperative mortality, morbidity, hospital stay and development of postoperative complications with the glycosylated hemoglobin (HbA1c) level and low left ventricular ejection fraction (LVEF) in diabetic and non-diabetic patients who underwent elective coronary artery bypass (CABG) surgery."
2,35787766,yes,https://pubmed.ncbi.nlm.nih.gov/35787766,35787766,"Background: Acute kidney injury (AKI) is one of the most important complications after cardiac surgery and is one of the main causes of morbidity and mortality. In this study, we aimed to compare the early postoperative period results of type 2 diabetes patients taking oral antidiabetics (OAD) or insulin medications, with microalbuminuria and normal creatinine levels after CABG.","year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Background: Acute kidney injury (AKI) is one of the most important complications after cardiac surgery and is one of the main causes of morbidity and mortality. In this study, we aimed to compare the early postoperative period results of type 2 diabetes patients taking oral antidiabetics (OAD) or insulin medications, with microalbuminuria and normal creatinine levels after CABG."
3,30916532,yes,https://pubmed.ncbi.nlm.nih.gov/30916532,30916532,Background: Left ventricular (LV) dysfunction alone is insufficient as an independent predictor of postoperative complications and mortality in coronary artery bypass graft (CABG) surgery. Our objective was to identify additional independent risk factors in patients with low left ventricle ejection fraction (EF) who underwent CABG.,"year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Background: Left ventricular (LV) dysfunction alone is insufficient as an independent predictor of postoperative complications and mortality in coronary artery bypass graft (CABG) surgery. Our objective was to identify additional independent risk factors in patients with low left ventricle ejection fraction (EF) who underwent CABG."
4,37817194,yes,https://pubmed.ncbi.nlm.nih.gov/37817194,37817194,"Background: Acute kidney injury (AKI) is a common and serious complication following coronary artery bypass graft (CABG) surgery. Advanced age is an independent risk factor for the development of AKI, and the incidence of AKI in the elderly increases more rapidly than that in younger patients.","year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Background: Acute kidney injury (AKI) is a common and serious complication following coronary artery bypass graft (CABG) surgery. Advanced age is an independent risk factor for the development of AKI, and the incidence of AKI in the elderly increases more rapidly than that in younger patients."
5,34384685,maybe,https://pubmed.ncbi.nlm.nih.gov/34384685,34384685,Objective: The authors aimed to investigate the role of CHA2DS2-VASc score and its components in prediction of postoperative atrial fibrillation (POAF) after isolated coronary artery bypass graft (CABG) surgery.,"year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Objective: The authors aimed to investigate the role of CHA2DS2-VASc score and its components in prediction of postoperative atrial fibrillation (POAF) after isolated coronary artery bypass graft (CABG) surgery."
6,36229974,yes,https://pubmed.ncbi.nlm.nih.gov/36229974,36229974,Background: We aimed to determine the relationship between hemoglobin A1c (HbA1c) levels and the development of postoperative atrial fibrillation (PoAF).,"year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Background: We aimed to determine the relationship between hemoglobin A1c (HbA1c) levels and the development of postoperative atrial fibrillation (PoAF)."
8,35099028,yes,https://pubmed.ncbi.nlm.nih.gov/35099028,35099028,"Background: In this study, we aimed to evaluate mediastinitis cases developed after isolated coronary artery bypass graft surgery performed by median sternotomy to determine the causative microorganisms, risk factors, and clinical features.","year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Background: In this study, we aimed to evaluate mediastinitis cases developed after isolated coronary artery bypass graft surgery performed by median sternotomy to determine the causative microorganisms, risk factors, and clinical features."
9,32725668,yes,https://pubmed.ncbi.nlm.nih.gov/32725668,32725668,Background: This study aimed to investigate the predictive significance of C-reactive protein/albumin ratio for postoperative atrial fibrillation occurrence in patients who were underwent coronary artery bypass graft surgery.,"year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Background: This study aimed to investigate the predictive significance of C-reactive protein/albumin ratio for postoperative atrial fibrillation occurrence in patients who were underwent coronary artery bypass graft surgery."
10,30455143,yes,https://pubmed.ncbi.nlm.nih.gov/30455143,30455143,Objective: The impact of race on outcomes after coronary artery bypass graft (CABG) has been reported before the enactment of the Patient Protection and Affordable Care Act.,"year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Objective: The impact of race on outcomes after coronary artery bypass graft (CABG) has been reported before the enactment of the Patient Protection and Affordable Care Act."
11,34962463,yes,https://pubmed.ncbi.nlm.nih.gov/34962463,34962463,"Background: Postoperative atrial fibrillation (PoAF) is observed at a rate of 25-40% in the postoperative period after coronary artery bypass graft (CABG) surgery and can increase mortality, morbidity, and treatment costs.","year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )","Is this patient history- year - old woman with diabetes recovering in the receiving a cab for co ##ry artery disease . the sixth ##oper day , complaining of chest temperature 4 ° pressure is 72 ##h pulse is / min . physical , her , there ##runch ##ing sound heard with a s ##te ##th ##cope over the ##dium during s ##ys ##to ##le . ##um feels somewhat unstable to p ##al ##pation . is for an white ( . 7 × μ )- related to abstract- Background: Postoperative atrial fibrillation (PoAF) is observed at a rate of 25-40% in the postoperative period after coronary artery bypass graft (CABG) surgery and can increase mortality, morbidity, and treatment costs."
