Index,PubID,Result,Links
1,31815570,yes,https://pubmed.ncbi.nlm.nih.gov/31815570
2,32491818,yes,https://pubmed.ncbi.nlm.nih.gov/32491818
3,37288564,no,https://pubmed.ncbi.nlm.nih.gov/37288564
4,32246444,maybe,https://pubmed.ncbi.nlm.nih.gov/32246444
5,37487850,no,https://pubmed.ncbi.nlm.nih.gov/37487850
6,32140370,yes,https://pubmed.ncbi.nlm.nih.gov/32140370
7,35286661,no,https://pubmed.ncbi.nlm.nih.gov/35286661
8,30823956,yes,https://pubmed.ncbi.nlm.nih.gov/30823956
9,32408860,no,https://pubmed.ncbi.nlm.nih.gov/32408860
10,33931231,no,https://pubmed.ncbi.nlm.nih.gov/33931231
