Index,PubID,Result,Links
1,33762733,no,https://pubmed.ncbi.nlm.nih.gov/33762733
2,34619251,yes,https://pubmed.ncbi.nlm.nih.gov/34619251
3,33227350,no,https://pubmed.ncbi.nlm.nih.gov/33227350
4,36558421,no,https://pubmed.ncbi.nlm.nih.gov/36558421
5,35035378,no,https://pubmed.ncbi.nlm.nih.gov/35035378
6,31992948,no,https://pubmed.ncbi.nlm.nih.gov/31992948
7,35347088,yes,https://pubmed.ncbi.nlm.nih.gov/35347088
8,30890750,no,https://pubmed.ncbi.nlm.nih.gov/30890750
9,30602573,no,https://pubmed.ncbi.nlm.nih.gov/30602573
10,30218427,yes,https://pubmed.ncbi.nlm.nih.gov/30218427
11,36998141,no,https://pubmed.ncbi.nlm.nih.gov/36998141
12,34046927,yes,https://pubmed.ncbi.nlm.nih.gov/34046927
13,37125245,yes,https://pubmed.ncbi.nlm.nih.gov/37125245
14,30908822,yes,https://pubmed.ncbi.nlm.nih.gov/30908822
15,33528280,no,https://pubmed.ncbi.nlm.nih.gov/33528280
16,34231100,yes,https://pubmed.ncbi.nlm.nih.gov/34231100
17,31199920,no,https://pubmed.ncbi.nlm.nih.gov/31199920
18,33984016,yes,https://pubmed.ncbi.nlm.nih.gov/33984016
19,30957702,maybe,https://pubmed.ncbi.nlm.nih.gov/30957702
20,33393329,yes,https://pubmed.ncbi.nlm.nih.gov/33393329
21,33590677,no,https://pubmed.ncbi.nlm.nih.gov/33590677
22,31071367,yes,https://pubmed.ncbi.nlm.nih.gov/31071367
23,34522873,no,https://pubmed.ncbi.nlm.nih.gov/34522873
24,33642355,yes,https://pubmed.ncbi.nlm.nih.gov/33642355
25,31803945,no,https://pubmed.ncbi.nlm.nih.gov/31803945
26,34297981,yes,https://pubmed.ncbi.nlm.nih.gov/34297981
27,32198057,yes,https://pubmed.ncbi.nlm.nih.gov/32198057
28,30935688,no,https://pubmed.ncbi.nlm.nih.gov/30935688
29,32356496,no,https://pubmed.ncbi.nlm.nih.gov/32356496
30,31542739,yes,https://pubmed.ncbi.nlm.nih.gov/31542739
31,37609656,no,https://pubmed.ncbi.nlm.nih.gov/37609656
32,31362807,no,https://pubmed.ncbi.nlm.nih.gov/31362807
33,34000056,yes,https://pubmed.ncbi.nlm.nih.gov/34000056
34,32476788,yes,https://pubmed.ncbi.nlm.nih.gov/32476788
35,33892972,yes,https://pubmed.ncbi.nlm.nih.gov/33892972
36,32955203,maybe,https://pubmed.ncbi.nlm.nih.gov/32955203
37,31611038,yes,https://pubmed.ncbi.nlm.nih.gov/31611038
38,37420236,yes,https://pubmed.ncbi.nlm.nih.gov/37420236
39,31533893,yes,https://pubmed.ncbi.nlm.nih.gov/31533893
40,37374049,no,https://pubmed.ncbi.nlm.nih.gov/37374049
41,35676183,no,https://pubmed.ncbi.nlm.nih.gov/35676183
42,31668391,no,https://pubmed.ncbi.nlm.nih.gov/31668391
