Index,PubID,Result,Links
1,30908805,yes,https://pubmed.ncbi.nlm.nih.gov/30908805
2,32220159,yes,https://pubmed.ncbi.nlm.nih.gov/32220159
3,37376945,no,https://pubmed.ncbi.nlm.nih.gov/37376945
4,32662343,maybe,https://pubmed.ncbi.nlm.nih.gov/32662343
5,36033249,no,https://pubmed.ncbi.nlm.nih.gov/36033249
6,36177063,yes,https://pubmed.ncbi.nlm.nih.gov/36177063
7,36447734,no,https://pubmed.ncbi.nlm.nih.gov/36447734
8,31227569,no,https://pubmed.ncbi.nlm.nih.gov/31227569
9,30910995,no,https://pubmed.ncbi.nlm.nih.gov/30910995
10,35138716,yes,https://pubmed.ncbi.nlm.nih.gov/35138716
11,35364388,no,https://pubmed.ncbi.nlm.nih.gov/35364388
12,35949234,no,https://pubmed.ncbi.nlm.nih.gov/35949234
13,34952313,yes,https://pubmed.ncbi.nlm.nih.gov/34952313
14,35759987,no,https://pubmed.ncbi.nlm.nih.gov/35759987
15,30936329,no,https://pubmed.ncbi.nlm.nih.gov/30936329
16,35225763,no,https://pubmed.ncbi.nlm.nih.gov/35225763
17,31780602,yes,https://pubmed.ncbi.nlm.nih.gov/31780602
18,35908963,no,https://pubmed.ncbi.nlm.nih.gov/35908963
19,31198812,no,https://pubmed.ncbi.nlm.nih.gov/31198812
20,34813449,no,https://pubmed.ncbi.nlm.nih.gov/34813449
21,34193446,maybe,https://pubmed.ncbi.nlm.nih.gov/34193446
22,30737322,no,https://pubmed.ncbi.nlm.nih.gov/30737322
23,35261465,no,https://pubmed.ncbi.nlm.nih.gov/35261465
24,30590129,no,https://pubmed.ncbi.nlm.nih.gov/30590129
25,35279354,no,https://pubmed.ncbi.nlm.nih.gov/35279354
