ID,Summary
32358144,"Vocal fold paralysis (VFP) is an important cause of respiratory and feeding compromise in infants. The causes of neonatal VFP are varied and include central nervous system disorders, birth-related trauma, mediastinal masses, iatrogenic injuries, and idiopathic cases. Bilateral VFP often presents with stridor or respiratory distress and can require rapid intervention to stabilize an adequate airway. Unilateral VFP presents more subtly with a weak cry, swallowing dysfunction, and less frequently respiratory distress. The etiology and type of VFP is important for management. Evaluation involves direct visualization of the vocal folds, with additional imaging and testing in select cases. Swallowing dysfunction, also known as dysphagia, is very common in infants with VFP. A clinical assessment of swallowing function is necessary in all cases of VFP, with some patients also requiring an instrumental swallow assessment. Modification of feeding techniques and enteral access for feedings may be necessary. Airway management can vary from close monitoring to noninvasive ventilation, tracheostomy, and laryngeal surgery. Long-term follow-up with otolaryngology and speech-language pathology service is necessary for all children with VFP to ensure adequate breathing, swallowing, and phonation. The short- and long-term health and quality-of-life consequences of VFP can be substantial, especially if not managed early."
29939533,"Ventilator-associated pneumonia (VAP) is a term used to describe pneumonia (lung infection) that develops in a patient who has been on mechanical ventilation for more than 48 hours. Ventilator-associated pneumonia is the second most common hospital-acquired infection among pediatrics and neonatal intensive care unit patients. It accounts for 7% to 32% of healthcare-associated infections and 10% of all pediatric device-related infections reported to the National Healthcare Safety Network (NHSN). Generally, the rate of pneumonia in pediatric intensive care units (PICU) is lower than in adult intensive care units (ICU). In neonates, the rate of ventilator-associated pneumonia is inversely proportional to birth weight. There is limited data on infants and children with VAP, so most of the information is extrapolated from adult studies."
29261912,"Acute respiratory failure is caused by a wide range of etiologies. Progression to cardiopulmonary arrest and ultimately death is likely in the absence of effective and timely airway management. Therefore, one of the primary goals of airway management is to provide adequate ventilation and oxygenation to avoid or halt the progression to cardiopulmonary arrest. Effective and timely airway management is also an essential component of successful cardiopulmonary resuscitation. Airway management is critical in the pediatric population as pediatric airway problems are commonly seen in pediatric and general emergency departments. Respiratory distress is the fourth most common chief complaint in children presenting to the emergency department."
34215399,"Anatomically, the airway is ever changing in size, anteroposterior alignment, and point of most narrow dimension. Special considerations regarding obesity, chronic and acute illness, underlying developmental abnormalities, and age can all affect preparation and intervention toward securing a definitive airway. Mechanical ventilation strategies should focus on limiting peak inspiratory pressures and optimizing lung protective tidal volumes. Emergency physicians should work toward minimizing risk of peri-intubation hypoxemia and arrest. With review of anatomic and physiologic principles in the setting of a practical approach toward evaluating and managing distress and failure, emergency physicians can successfully manage critical pediatric airway encounters."
36806432,"Background: Airway foreign body can be a life-threatening issue in pediatric and adult patients, and the majority of these patients will first present to the emergency department. (1) The aim of this study was to evaluate the clinical characteristics of airway foreign bodies in children and adults. (2) Methods: We retrospectively reviewed the medical records of patients who were admitted to the emergency department of a tertiary care hospital between January 2010 and December 2016. (3) Results: A total of 524 patients were included in the study."
35001832,"The unique challenges of pediatric respiratory and airway emergencies require the development and maintenance of a prehospital quality management program that includes pediatric-focused medical oversight and clinical care expertise, data collection, operational considerations, focused education, and clinician competency evaluation.NAEMSP recommends: Medical director oversight must include a focus on pediatric airway and respiratory management and integrate pediatric-specific elements in guideline development, competency assessment, and skills maintenance efforts.EMS agencies are encouraged to collaborate with medical professionals who have expertise in pediatric emergency care to provide support for quality management initiatives in pediatric respiratory distress and airway management.EMS agencies should define quality indicators for pediatric-specific elements in respiratory distress and airway management and benchmark performance based on regional and national standards.EMS agencies should implement both quantitative (objective) and qualitative (subjective) measures of performance to assess competency in pediatric respiratory distress and airway management.EMS agencies choosing to incorporate pediatric endotracheal intubation or supraglottic airway insertion must use pediatric-specific quality management benchmarks and perform focused review of advanced airway management."
34336618,"Since December 2019, the outbreak of coronavirus disease 2019 (COVID-19) has spread worldwide. Although the majority of patients show mild symptoms, the disease can rapidly progress in severe cases and develop acute respiratory distress syndrome (ARDS) that may lead to therapeutic interventions, including oxygenation, tracheal intubation, and mechanical ventilation. It is suggested that the new coronavirus spreads mostly via droplets, surface contact, and natural aerosols. Hence, high-risk aerosol-producing procedures, such as endotracheal intubation, may put the healthcare workers at a high risk of infection. In the course of managing patients with COVID-19, it is essential to prioritize the safety of healthcare workers. Hence, this review study aimed to summarize new guidelines and proper airway management in adult and pediatric COVID-19 patients."
32580323,"There have been significant advancements in the safe delivery of anesthesia as well as improvements in surgical technique; however, the perioperative period can still be high risk for the pediatric patient. Perioperative respiratory complications (PRCs) are some of the most common critical events that can occur in pediatric surgical patients and they can lead to increased length of hospitalization, worsened patient outcomes, and higher hospital and postoperative costs. It is important to determine the various factors that put pediatric patients at increased risk of PRCs. This will allow for more detailed and accurate informed consent, optimized perioperative management strategy, improved allocation of clinical resources, and, hopefully, better patient experience. There are only a few risk prediction models / scoring tools developed for and validated in the pediatric patient population, but they have been useful in helping identify the key factors associated with a high likelihood of developing PRCs. Some of these factors are patient factors, while others are procedure-related factors. Some of these factors may be modified such that the patient's clinical status is optimized preoperatively to decrease the risk of PRCs occurring perioperatively. Fore knowledge of the factors that are not able to be modified can help guide allocation of perioperative clinical resources such that the negative impact of these non-modifiable factors is buffered. Additional training in pediatric anesthesia or focused expertise in pediatric airway management, vascular access and management of massive hemorrhage should be considered for the perioperative management of the less than 3 age group. Intraoperative ventilation strategy plays a key role in determining respiratory outcomes for both adult and pediatric surgical patients. Key components of lung protective mechanical ventilation strategy such as low tidal volume and moderate PEEP used in the management of acute respiratory distress syndrome (ARDS) in pediatric intensive care units have been adopted in pediatric operating rooms. Adequate post-operative analgesia that balances pain control with appropriate mental status and respiratory drive is important in reducing PRCs."
37565058,"Objective: To perform a scoping review to characterize postoperative outcomes of pediatric patients (ages 0-18) with a history of congenital head and neck teratomas. (1) Methods: A systematic search of the literature was performed using PubMed, Embase, and Cochrane databases. (2) Results: A total of 13 studies were included in the review. (1) Conclusion: The literature suggests that patients with a history of congenital head and neck teratomas have a higher risk of postoperative complications and longer hospital stays."
35001823,"Devices and techniques such as bag-valve-mask ventilation, endotracheal intubation, supraglottic airway devices, and noninvasive ventilation offer important tools for airway management in critically ill EMS patients. Over the past decade the tools, technology, and strategies used to assess and manage pediatric respiratory and airway emergencies have evolved, and evidence regarding their use continues to grow.NAEMSP recommends: Methods and tools used to properly size pediatric equipment for ages ranging from newborns to adolescents should be available to all EMS clinicians. All pediatric equipment should be routinely checked and clearly identifiable in EMS equipment supply bags and vehicles.EMS agencies should train and equip their clinicians with age-appropriate pulse oximetry and capnography equipment to aid in the assessment and management of pediatric respiratory distress and airway emergencies.EMS agencies should emphasize noninvasive positive pressure ventilation and effective bag-valve-mask ventilation strategies in children.Supraglottic airways can be used as primary or secondary airway management interventions for pediatric respiratory failure and cardiac arrest in the EMS setting.Pediatric endotracheal intubation has unclear benefit in the EMS setting. Advanced approaches to pediatric ETI including drug-assisted airway management, apneic oxygenation, and use of direct and video laryngoscopy require further research to more clearly define their risks and benefits prior to widespread implementation.If considering the use of pediatric endotracheal intubation, the EMS medical director must ensure the program provides pediatric-specific initial training and ongoing competency and quality management activities to ensure that EMS clinicians attain and maintain mastery of the intervention.Paramedic use of direct laryngoscopy paired with Magill forceps to facilitate foreign body removal in the pediatric patient should be maintained even when pediatric endotracheal intubation is not approved as a local clinical intervention."
