Index,PubID,Result,Links
1,33762733,yes,https://pubmed.ncbi.nlm.nih.gov/33762733
2,34619251,yes,https://pubmed.ncbi.nlm.nih.gov/34619251
3,33657293,no,https://pubmed.ncbi.nlm.nih.gov/33657293
4,33227350,no,https://pubmed.ncbi.nlm.nih.gov/33227350
5,34710362,yes,https://pubmed.ncbi.nlm.nih.gov/34710362
6,33832544,yes,https://pubmed.ncbi.nlm.nih.gov/33832544
7,35340032,no,https://pubmed.ncbi.nlm.nih.gov/35340032
8,37159035,no,https://pubmed.ncbi.nlm.nih.gov/37159035
9,34924279,maybe,https://pubmed.ncbi.nlm.nih.gov/34924279
10,36558421,yes,https://pubmed.ncbi.nlm.nih.gov/36558421
11,35035378,no,https://pubmed.ncbi.nlm.nih.gov/35035378
12,31700229,no,https://pubmed.ncbi.nlm.nih.gov/31700229
13,36843910,no,https://pubmed.ncbi.nlm.nih.gov/36843910
14,31992948,no,https://pubmed.ncbi.nlm.nih.gov/31992948
15,33686051,no,https://pubmed.ncbi.nlm.nih.gov/33686051
16,35347088,no,https://pubmed.ncbi.nlm.nih.gov/35347088
17,30890750,yes,https://pubmed.ncbi.nlm.nih.gov/30890750
18,30602573,yes,https://pubmed.ncbi.nlm.nih.gov/30602573
19,30218427,yes,https://pubmed.ncbi.nlm.nih.gov/30218427
20,32718222,no,https://pubmed.ncbi.nlm.nih.gov/32718222
21,31313853,no,https://pubmed.ncbi.nlm.nih.gov/31313853
22,36998141,yes,https://pubmed.ncbi.nlm.nih.gov/36998141
23,34046927,no,https://pubmed.ncbi.nlm.nih.gov/34046927
24,37125245,yes,https://pubmed.ncbi.nlm.nih.gov/37125245
25,36999654,yes,https://pubmed.ncbi.nlm.nih.gov/36999654
26,30908822,no,https://pubmed.ncbi.nlm.nih.gov/30908822
27,31827939,no,https://pubmed.ncbi.nlm.nih.gov/31827939
28,31372912,maybe,https://pubmed.ncbi.nlm.nih.gov/31372912
29,33528280,no,https://pubmed.ncbi.nlm.nih.gov/33528280
30,34231100,yes,https://pubmed.ncbi.nlm.nih.gov/34231100
31,31199920,no,https://pubmed.ncbi.nlm.nih.gov/31199920
33,33984016,yes,https://pubmed.ncbi.nlm.nih.gov/33984016
34,30877989,no,https://pubmed.ncbi.nlm.nih.gov/30877989
35,30324639,no,https://pubmed.ncbi.nlm.nih.gov/30324639
36,30957702,yes,https://pubmed.ncbi.nlm.nih.gov/30957702
37,31558881,yes,https://pubmed.ncbi.nlm.nih.gov/31558881
38,31826901,yes,https://pubmed.ncbi.nlm.nih.gov/31826901
39,36013566,yes,https://pubmed.ncbi.nlm.nih.gov/36013566
40,33393329,yes,https://pubmed.ncbi.nlm.nih.gov/33393329
41,33590677,no,https://pubmed.ncbi.nlm.nih.gov/33590677
43,31071367,yes,https://pubmed.ncbi.nlm.nih.gov/31071367
44,34168043,yes,https://pubmed.ncbi.nlm.nih.gov/34168043
45,33300167,yes,https://pubmed.ncbi.nlm.nih.gov/33300167
46,34522873,no,https://pubmed.ncbi.nlm.nih.gov/34522873
47,35989851,yes,https://pubmed.ncbi.nlm.nih.gov/35989851
49,33642355,yes,https://pubmed.ncbi.nlm.nih.gov/33642355
51,31803945,no,https://pubmed.ncbi.nlm.nih.gov/31803945
52,31953139,no,https://pubmed.ncbi.nlm.nih.gov/31953139
53,34297981,yes,https://pubmed.ncbi.nlm.nih.gov/34297981
54,32192740,yes,https://pubmed.ncbi.nlm.nih.gov/32192740
55,37620821,yes,https://pubmed.ncbi.nlm.nih.gov/37620821
56,32198057,no,https://pubmed.ncbi.nlm.nih.gov/32198057
57,30878955,yes,https://pubmed.ncbi.nlm.nih.gov/30878955
58,30935688,no,https://pubmed.ncbi.nlm.nih.gov/30935688
59,32356496,yes,https://pubmed.ncbi.nlm.nih.gov/32356496
60,33251981,yes,https://pubmed.ncbi.nlm.nih.gov/33251981
61,34970255,yes,https://pubmed.ncbi.nlm.nih.gov/34970255
62,31542739,no,https://pubmed.ncbi.nlm.nih.gov/31542739
63,31238471,yes,https://pubmed.ncbi.nlm.nih.gov/31238471
64,37609656,no,https://pubmed.ncbi.nlm.nih.gov/37609656
65,30473364,yes,https://pubmed.ncbi.nlm.nih.gov/30473364
66,32858197,no,https://pubmed.ncbi.nlm.nih.gov/32858197
67,31574533,yes,https://pubmed.ncbi.nlm.nih.gov/31574533
68,31362807,no,https://pubmed.ncbi.nlm.nih.gov/31362807
69,33402301,yes,https://pubmed.ncbi.nlm.nih.gov/33402301
70,33517738,yes,https://pubmed.ncbi.nlm.nih.gov/33517738
71,34151177,yes,https://pubmed.ncbi.nlm.nih.gov/34151177
72,32392605,no,https://pubmed.ncbi.nlm.nih.gov/32392605
73,35764547,yes,https://pubmed.ncbi.nlm.nih.gov/35764547
74,31246992,yes,https://pubmed.ncbi.nlm.nih.gov/31246992
75,34000056,no,https://pubmed.ncbi.nlm.nih.gov/34000056
76,33970396,yes,https://pubmed.ncbi.nlm.nih.gov/33970396
77,32476788,no,https://pubmed.ncbi.nlm.nih.gov/32476788
78,37854104,yes,https://pubmed.ncbi.nlm.nih.gov/37854104
79,31251928,yes,https://pubmed.ncbi.nlm.nih.gov/31251928
80,33892972,no,https://pubmed.ncbi.nlm.nih.gov/33892972
81,32039366,yes,https://pubmed.ncbi.nlm.nih.gov/32039366
82,31926988,no,https://pubmed.ncbi.nlm.nih.gov/31926988
83,32955203,no,https://pubmed.ncbi.nlm.nih.gov/32955203
84,29702297,yes,https://pubmed.ncbi.nlm.nih.gov/29702297
86,30411754,yes,https://pubmed.ncbi.nlm.nih.gov/30411754
88,31081770,no,https://pubmed.ncbi.nlm.nih.gov/31081770
89,31611038,no,https://pubmed.ncbi.nlm.nih.gov/31611038
90,37420236,yes,https://pubmed.ncbi.nlm.nih.gov/37420236
91,32514684,no,https://pubmed.ncbi.nlm.nih.gov/32514684
92,37455215,no,https://pubmed.ncbi.nlm.nih.gov/37455215
93,34044785,no,https://pubmed.ncbi.nlm.nih.gov/34044785
94,35495021,yes,https://pubmed.ncbi.nlm.nih.gov/35495021
95,31533893,no,https://pubmed.ncbi.nlm.nih.gov/31533893
96,37374049,yes,https://pubmed.ncbi.nlm.nih.gov/37374049
97,33076203,no,https://pubmed.ncbi.nlm.nih.gov/33076203
98,35676183,no,https://pubmed.ncbi.nlm.nih.gov/35676183
99,31668391,no,https://pubmed.ncbi.nlm.nih.gov/31668391
100,31804331,no,https://pubmed.ncbi.nlm.nih.gov/31804331
