Index,PubID,Result,Links
1,33515391,no,https://pubmed.ncbi.nlm.nih.gov/33515391
2,35896233,no,https://pubmed.ncbi.nlm.nih.gov/35896233
3,31466661,no,https://pubmed.ncbi.nlm.nih.gov/31466661
4,37144623,no,https://pubmed.ncbi.nlm.nih.gov/37144623
5,31165193,yes,https://pubmed.ncbi.nlm.nih.gov/31165193
6,32451558,no,https://pubmed.ncbi.nlm.nih.gov/32451558
7,32590790,no,https://pubmed.ncbi.nlm.nih.gov/32590790
8,31907587,no,https://pubmed.ncbi.nlm.nih.gov/31907587
9,32354316,no,https://pubmed.ncbi.nlm.nih.gov/32354316
10,34176365,no,https://pubmed.ncbi.nlm.nih.gov/34176365
11,30480491,no,https://pubmed.ncbi.nlm.nih.gov/30480491
12,31630689,no,https://pubmed.ncbi.nlm.nih.gov/31630689
13,31081515,yes,https://pubmed.ncbi.nlm.nih.gov/31081515
14,36410090,no,https://pubmed.ncbi.nlm.nih.gov/36410090
15,31834812,no,https://pubmed.ncbi.nlm.nih.gov/31834812
16,33202393,no,https://pubmed.ncbi.nlm.nih.gov/33202393
17,34888155,no,https://pubmed.ncbi.nlm.nih.gov/34888155
18,37510201,no,https://pubmed.ncbi.nlm.nih.gov/37510201
19,31181027,yes,https://pubmed.ncbi.nlm.nih.gov/31181027
20,35171125,no,https://pubmed.ncbi.nlm.nih.gov/35171125
21,32109145,yes,https://pubmed.ncbi.nlm.nih.gov/32109145
22,31087540,no,https://pubmed.ncbi.nlm.nih.gov/31087540
23,35797610,no,https://pubmed.ncbi.nlm.nih.gov/35797610
24,30391071,no,https://pubmed.ncbi.nlm.nih.gov/30391071
25,33165267,no,https://pubmed.ncbi.nlm.nih.gov/33165267
26,36438027,maybe,https://pubmed.ncbi.nlm.nih.gov/36438027
