ID,Summary
33762733,"Immunotherapy has been approved for treating HCC, but biomarker-based stratification of patients for optimal response to therapy is an unmet need6,7. In preclinical models of NASH-induced HCC, therapeutic immunotherapy targeted at programmed death-1 (PD1) expanded activated CD8+PD1+ T cells within tumours but did not lead to tumour regression, which indicates that tumour immune surveillance was impaired."
34619251,"Recent data suggest that non-alcoholic fatty liver disease (NAFLD) has become a major public health problem in Asia, with an updated population prevalence of 34%. Finally, despite around 20-30 years of universal vaccination, chronic HBV infection remains prevalent in Asia, and emerging evidence highlights the importance of metabolic factors and concomitant hepatic steatosis on HCC development in infected patients."
33657293,"Background: Infection and increased systemic inflammation cause organ dysfunction and death in patients with decompensated cirrhosis. Preclinical studies provide support for an antiinflammatory role of albumin, but confirmatory large-scale clinical trials are lacking."
33227350,"Background & aims: Acute decompensation (AD) of cirrhosis may present without acute-on-chronic liver failure (ACLF) (AD-no ACLF), or with ACLF (AD-ACLF), defined by organ failure(s)."
34710362,"WHO guidelines to prevent SSI recommend alcoholic chlorhexidine skin preparation and fascial closure using triclosan-coated sutures, but called for assessment of both interventions in low-resource settings."
33832544,"Background: In children, up to 30% of viral respiratory tract infections (RTIs) develop into bacterial complications associated with pneumonia, sinusitis or otitis media to trigger a tremendous need for antibiotics. This study investigated the efficacy of Echinacea for the prevention of viral RTIs, for the prevention of secondary bacterial complications and for reducing rates of antibiotic prescriptions in children."
35340032,"We targeted inflammation, cellular injury, and gut leakiness in a randomized clinical trial comparing combination therapy to corticosteroids on 180-day survival."
37159035,Importance: The benefits of prophylactic antibiotics for hospitalized patients with severe alcohol-related hepatitis are unclear.
34924279,"Hepatocellular carcinoma (HCC) represents the third cause of cancer death in men worldwide, and its increasing incidence can be explained by the increasing occurrence of non-alcoholic steatohepatitis (NASH). Oncogenic signaling pathways, such as HIF-1α and RAS/PI3K/AKT, may provoke drug resistance by enhancing the aerobic glycolysis (""Warburg effect"") in cancer cells. Consequently, this ""citrate strategy"" could improve the tumor sensitivity to current treatments of HCC by reducing the extracellular acidity, thus enhancing the delivery of chemotherapeutic drugs into the tumor."
36558421,"Bacterial overgrowth in the small intestine (SIBO) is a pathological growth of the intestinal microbiota in the small intestine that causes clinical symptoms and can lead to digestive and absorption disorders. The subgroup analysis regarding a type of diagnosis revealed that the lowest ER was among patients who developed simultaneously NAFLD, NASH and fibrosis: 0.197 (95% CI, 0.054−0.510) as compared to other annotated subgroups. The study protocol was registered with the international Prospective Register of Systematic Reviews (PROSPERO ID: CRD42022341473)."
35035378,"Previous studies of Bifidobacterium adolescentis (B. adolescentis), a species of Bifidobacterium that is common in the human intestinal tract, have demonstrated that it can alleviate liver steatosis and steatohepatitis. Further studies demonstrated that B. adolescentis supplementation preserved the gut barrier, reduced the gut microbiota-derived lipopolysaccharide (LPS), and inhibited the hepatic TLR4/NF-κB pathway."
31700229,"Acute esophageal necrosis is a rare syndrome classically characterized by a striking endoscopic image of diffuse and circumferential black mucosal discoloration of distal esophagus, with an abrupt transition at the gastroesophageal junction and variable proximal extension. The pathophysiology usually involves a combination of esophageal ischemia, backflow injury from gastric chemical contents and impaired mucosal reparative mechanisms associated with debilitated physical states."
36843910,"Purpose: : The burden of alcohol-associated liver disease (ALD) in the United States (US) has continued to worsen in the background of rising rates of alcohol use disorder. Patients with ALD present to care at a late stage, often with the sequela of liver decompensation, such as gastrointestinal bleeding and infection."
31992948,"Entamoeba histolytica (E. histolytica) is a facultative protozoan parasite implicated in amoebic liver abscesses (ALA), the most common extraintestinal manifestation of this infection. Colonization of the colon results in the formation of distinct flask-shaped ulcers along the epithelium, and eventual penetration of the lamina propria via the production of matrix metalloproteinases."
33686051,"BACKGROUND The severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2), which manifests mainly as a respiratory condition, has become a global pandemic that causes coronavirus disease-2019 (COVID-19). He was diagnosed with alcoholic liver cirrhosis in July 2019, and was using norfloxacin at home for secondary prophylaxis of bacterial peritonitis."
35347088,"Introduction: Severe alcohol-related hepatitis (AH) is associated with an increased risk of infection, but the impact of pneumonia has not been specifically analyzed in a specific cohort."
30890750,"A total of 4081 individuals were included in this study; 2137 (52.36%) participants were HP-positive, and 1022 (47.82%) were diagnosed with NAFLD in HP-positive individuals. When stratified by sex and dyslipidemia, the fully adjusted OR and 95% CI for NAFLD were 1.22 (1.10-1.80) in females and 1.44 (1.18-1.75) in subjects with dyslipidemia."
30602573,"Background: Reversal of alcohol-induced peroxisome proliferator-activated receptor (PPAR) α (PPARα) and PPARδ dysfunction has been reported to decrease the severity of alcoholic steatohepatitis (ASH). Conclusion: Altogether, these findings demonstrated that the PPARα/δ agonist, elafibranor, decreased the severity of liver injury by restoration of alcohol-suppressed AT autophagy function and by decreasing the release of apoptotic markers, inflammatory cytokines, and FFA, thereby reducing intestinal epithelium disruption and liver inflammation/apoptosis/steatosis in ASH mice."
30218427,"Background and aims: The patatin-like phospholipase domain-containing 3 (PNPLA3) gene has been associated with the development of alcoholic and nonalcoholic steatohepatitis. Using a newly developed and validated assay for PNPLA3, we explored the prevalence of gene polymorphisms in a cohort of HCV/HIV-coinfected individuals to determine whether there was an association with insulin resistance or hepatic fibrosis."
32718222,"Alcoholic hepatitis should be suspected in every patient with excessive chronic alcohol consumption and recent onset of jaundice. Diagnosis of alcoholic hepatitis is based on clinical and laboratory findings, and confirmed by a liver biopsy when available."
31313853,"Background: Treating severe alcoholic hepatitis involves the exposure of patients to corticosteroids for 7 days to assess ""response""."
36998141,"Among vitamins, B12 plays a key role in the defense process because there is intense competition for it between pathogenic invaders and infected host cells. Here, we explored how Gram-positive ethanol-producing and Gram-negative vitamin B12- producing microbes of the infected milieu interact to influence biomarkers of host cell defense responses in absorbing, digesting, and defensive cells."
34046927,"Background and aims: Infection is a major driver of mortality in patients with advanced alcohol-associated liver disease (ALD). The epidemiology and clinical course of patients infected with life-threatening forms of ALD, including severe alcohol-associated hepatitis (sAH) and decompensated alcohol-associated cirrhosis (DAC), and specific risk factors for infection remain mostly unknown."
37125245,"Background and aim: Alcoholic hepatitis (AH), a severe complication of long-term alcohol misuse, has a 30% 90-day mortality. We aimed to test a measure of immune function, the QuantiFERON Monitor (QFM), in predicting clinical outcomes in patients with severe AH."
36999654,"We report here a case of IgG4-AIH in an elderly male patient who was admitted to hospital because of unexplained hepatic insufficiency. After excluding viral hepatitis, alcoholic liver disease, drug-induced liver disease, parasitic infection, hepatolenticular degeneration and other diseases, and observing elevated levels of IgG-4, humoral immunity index, abnormal liver disease antibody spectrum and liver biopsy results, we made a diagnosis of IgG4-AIH."
30908822,Background: Hepatocellular carcinoma (HCC) is the most rapidly increasing cause of cancer mortality in New Zealand due to endemic hepatitis B virus (HBV) infection and recent hepatitis C virus (HCV) and obesity epidemics.
31827939,"Mediastinitis is a rare, progressive, and destructive infectious process due to cervical or odontogenic infections, which, if not diagnosed early, may lead to several complications, including airway involvement and even an imminent risk of death. A thoracic surgeon then intervened, treating the mediastinitis surgically by drainage, thus obtaining a significant improvement of the patient's health."
31372912,Background/aims: Alcoholic hepatitis (AH) can lead to sudden and severe hepatic decompensation necessitating recurrent hospitalizations.
33528280,"The pathogenesis involving non-alcoholic fatty liver disease (NAFLD) in the context of chronic HBV (CHB) virus infection requires to be understood for developing improved modalities of diagnosis and treatment. The presence of metabolic syndrome and chronic inflammation in CHB virus-infected patients were two independent factors that led to the progression of liver cirrhosis, with IL-13 playing the key role in linking the metabolic with the inflammatory components."
34231100,"This study aimed to firstly describe the presentation, treatment, and short- and long-term outcomes of an Australian cohort of patients admitted to hospital with alcoholic hepatitis and secondly to validate existing prognostic models."
31199920,"Alcoholic fatty liver disease is often complicated by other pathologic insults, such as viral infection or high-fat diet. Mice given alcohol with either mode and induced with deficiency in liver-specific Atg7 shortly after the induction of Atg7 deletion had elevated liver injury, indicating the protective role of autophagy."
31234013,
33984016,"Background: Liver cirrhosis and ascites are risk factors for intra-abdominal hypertension (IAH) and abdominal compartment syndrome (ACS); however, data is scarce. We aimed to determine the prevalence of IAH/ACS in a population of critically ill cirrhotic patients with acute medical illness in intensive care and to assess for risk factors and clinical outcomes."
30877989,Introduction: Fungal empyema a rare cause of empyema thoracis is commonly associated with nosocomial infection or gastrointestinal disease with very high mortality.
30324639,Background: Homelessness is an increasing societal and health issue associated with high rates of substance abuse and mental health disorders.
30957702,"Alcohol use, intimate partner violence (IPV) and HIV infection are associated, but few programmes and interventions have addressed their synergistic relationship or been evaluated for effectiveness and acceptability. The idea of an alcohol, IPV and HIV risk reduction intervention was supported, but barriers need to be addressed, including how best to help those uninterested in reducing their drinking, addressing normalisation of drinking and how best to inform those who truly need intervention."
