Index,PubID,Result,Links
1,34806684,yes,https://pubmed.ncbi.nlm.nih.gov/34806684
2,32662343,no,https://pubmed.ncbi.nlm.nih.gov/32662343
3,36902633,yes,https://pubmed.ncbi.nlm.nih.gov/36902633
4,31490823,no,https://pubmed.ncbi.nlm.nih.gov/31490823
5,36177063,no,https://pubmed.ncbi.nlm.nih.gov/36177063
6,31565446,no,https://pubmed.ncbi.nlm.nih.gov/31565446
7,35821899,yes,https://pubmed.ncbi.nlm.nih.gov/35821899
8,36447734,yes,https://pubmed.ncbi.nlm.nih.gov/36447734
9,33619144,no,https://pubmed.ncbi.nlm.nih.gov/33619144
10,34623978,yes,https://pubmed.ncbi.nlm.nih.gov/34623978
11,33224397,yes,https://pubmed.ncbi.nlm.nih.gov/33224397
12,33786258,maybe,https://pubmed.ncbi.nlm.nih.gov/33786258
13,35138716,yes,https://pubmed.ncbi.nlm.nih.gov/35138716
14,35949234,no,https://pubmed.ncbi.nlm.nih.gov/35949234
15,36128866,yes,https://pubmed.ncbi.nlm.nih.gov/36128866
16,37798042,no,https://pubmed.ncbi.nlm.nih.gov/37798042
17,37441657,no,https://pubmed.ncbi.nlm.nih.gov/37441657
18,33031254,yes,https://pubmed.ncbi.nlm.nih.gov/33031254
19,32064187,no,https://pubmed.ncbi.nlm.nih.gov/32064187
20,31780602,no,https://pubmed.ncbi.nlm.nih.gov/31780602
21,34636790,yes,https://pubmed.ncbi.nlm.nih.gov/34636790
22,36407142,no,https://pubmed.ncbi.nlm.nih.gov/36407142
23,34608421,yes,https://pubmed.ncbi.nlm.nih.gov/34608421
24,34193446,no,https://pubmed.ncbi.nlm.nih.gov/34193446
25,33130583,maybe,https://pubmed.ncbi.nlm.nih.gov/33130583
26,35261465,no,https://pubmed.ncbi.nlm.nih.gov/35261465
27,33837030,no,https://pubmed.ncbi.nlm.nih.gov/33837030
28,30611267,yes,https://pubmed.ncbi.nlm.nih.gov/30611267
29,35859937,no,https://pubmed.ncbi.nlm.nih.gov/35859937
