Index,PubID,Result,Links
1,33586764,yes,https://pubmed.ncbi.nlm.nih.gov/33586764
2,31954491,yes,https://pubmed.ncbi.nlm.nih.gov/31954491
3,35467767,yes,https://pubmed.ncbi.nlm.nih.gov/35467767
4,34047809,no,https://pubmed.ncbi.nlm.nih.gov/34047809
5,30102880,no,https://pubmed.ncbi.nlm.nih.gov/30102880
6,31246146,yes,https://pubmed.ncbi.nlm.nih.gov/31246146
7,31923016,yes,https://pubmed.ncbi.nlm.nih.gov/31923016
8,33625190,yes,https://pubmed.ncbi.nlm.nih.gov/33625190
9,33050911,yes,https://pubmed.ncbi.nlm.nih.gov/33050911
10,31648951,no,https://pubmed.ncbi.nlm.nih.gov/31648951
11,31125780,yes,https://pubmed.ncbi.nlm.nih.gov/31125780
12,37504306,maybe,https://pubmed.ncbi.nlm.nih.gov/37504306
13,32472521,no,https://pubmed.ncbi.nlm.nih.gov/32472521
14,36811127,yes,https://pubmed.ncbi.nlm.nih.gov/36811127
15,36661727,no,https://pubmed.ncbi.nlm.nih.gov/36661727
16,32788497,yes,https://pubmed.ncbi.nlm.nih.gov/32788497
17,33325544,yes,https://pubmed.ncbi.nlm.nih.gov/33325544
18,32265382,yes,https://pubmed.ncbi.nlm.nih.gov/32265382
19,31764549,yes,https://pubmed.ncbi.nlm.nih.gov/31764549
20,32620473,yes,https://pubmed.ncbi.nlm.nih.gov/32620473
21,35377078,yes,https://pubmed.ncbi.nlm.nih.gov/35377078
22,33641424,no,https://pubmed.ncbi.nlm.nih.gov/33641424
23,30220612,yes,https://pubmed.ncbi.nlm.nih.gov/30220612
24,32515290,yes,https://pubmed.ncbi.nlm.nih.gov/32515290
