Index,PubID,Result,Links
1,32358144,no,https://pubmed.ncbi.nlm.nih.gov/32358144
2,29939533,no,https://pubmed.ncbi.nlm.nih.gov/29939533
3,29261912,yes,https://pubmed.ncbi.nlm.nih.gov/29261912
4,34215399,no,https://pubmed.ncbi.nlm.nih.gov/34215399
5,36806432,no,https://pubmed.ncbi.nlm.nih.gov/36806432
6,35001832,no,https://pubmed.ncbi.nlm.nih.gov/35001832
7,34336618,no,https://pubmed.ncbi.nlm.nih.gov/34336618
8,32580323,yes,https://pubmed.ncbi.nlm.nih.gov/32580323
9,37565058,no,https://pubmed.ncbi.nlm.nih.gov/37565058
10,35001823,no,https://pubmed.ncbi.nlm.nih.gov/35001823
11,34527357,no,https://pubmed.ncbi.nlm.nih.gov/34527357
12,34458951,no,https://pubmed.ncbi.nlm.nih.gov/34458951
13,35001818,no,https://pubmed.ncbi.nlm.nih.gov/35001818
14,36973036,no,https://pubmed.ncbi.nlm.nih.gov/36973036
15,34900629,no,https://pubmed.ncbi.nlm.nih.gov/34900629
16,31164485,no,https://pubmed.ncbi.nlm.nih.gov/31164485
17,31088891,yes,https://pubmed.ncbi.nlm.nih.gov/31088891
18,32674886,yes,https://pubmed.ncbi.nlm.nih.gov/32674886
19,37465711,no,https://pubmed.ncbi.nlm.nih.gov/37465711
20,33902222,maybe,https://pubmed.ncbi.nlm.nih.gov/33902222
21,34395044,yes,https://pubmed.ncbi.nlm.nih.gov/34395044
22,30890631,yes,https://pubmed.ncbi.nlm.nih.gov/30890631
23,31218294,no,https://pubmed.ncbi.nlm.nih.gov/31218294
24,36112265,no,https://pubmed.ncbi.nlm.nih.gov/36112265
25,30232661,maybe,https://pubmed.ncbi.nlm.nih.gov/30232661
26,36527981,no,https://pubmed.ncbi.nlm.nih.gov/36527981
27,30554695,no,https://pubmed.ncbi.nlm.nih.gov/30554695
28,35104018,yes,https://pubmed.ncbi.nlm.nih.gov/35104018
29,32032028,no,https://pubmed.ncbi.nlm.nih.gov/32032028
30,30863755,no,https://pubmed.ncbi.nlm.nih.gov/30863755
31,35989776,yes,https://pubmed.ncbi.nlm.nih.gov/35989776
32,32533888,yes,https://pubmed.ncbi.nlm.nih.gov/32533888
33,34922610,no,https://pubmed.ncbi.nlm.nih.gov/34922610
34,35421001,no,https://pubmed.ncbi.nlm.nih.gov/35421001
35,34824924,no,https://pubmed.ncbi.nlm.nih.gov/34824924
36,34794294,yes,https://pubmed.ncbi.nlm.nih.gov/34794294
