Index,PubID,Result,Links
2,33178912,yes,https://pubmed.ncbi.nlm.nih.gov/33178912
6,37733618,yes,https://pubmed.ncbi.nlm.nih.gov/37733618
7,33295815,yes,https://pubmed.ncbi.nlm.nih.gov/33295815
14,35445176,maybe,https://pubmed.ncbi.nlm.nih.gov/35445176
16,30392596,yes,https://pubmed.ncbi.nlm.nih.gov/30392596
17,32072386,yes,https://pubmed.ncbi.nlm.nih.gov/32072386
20,32755376,yes,https://pubmed.ncbi.nlm.nih.gov/32755376
21,36900021,yes,https://pubmed.ncbi.nlm.nih.gov/36900021
24,35855197,maybe,https://pubmed.ncbi.nlm.nih.gov/35855197
26,31352554,maybe,https://pubmed.ncbi.nlm.nih.gov/31352554
29,33074785,yes,https://pubmed.ncbi.nlm.nih.gov/33074785
31,35169408,yes,https://pubmed.ncbi.nlm.nih.gov/35169408
36,30392595,yes,https://pubmed.ncbi.nlm.nih.gov/30392595
40,32665191,maybe,https://pubmed.ncbi.nlm.nih.gov/32665191
44,33879660,yes,https://pubmed.ncbi.nlm.nih.gov/33879660
48,30607630,maybe,https://pubmed.ncbi.nlm.nih.gov/30607630
51,37565883,yes,https://pubmed.ncbi.nlm.nih.gov/37565883
54,33857015,yes,https://pubmed.ncbi.nlm.nih.gov/33857015
55,33001739,maybe,https://pubmed.ncbi.nlm.nih.gov/33001739
57,35751940,yes,https://pubmed.ncbi.nlm.nih.gov/35751940
59,33257364,yes,https://pubmed.ncbi.nlm.nih.gov/33257364
63,34759172,yes,https://pubmed.ncbi.nlm.nih.gov/34759172
