Index,PubID,Result,Links
1,32484582,no,https://pubmed.ncbi.nlm.nih.gov/32484582
2,30337239,no,https://pubmed.ncbi.nlm.nih.gov/30337239
3,30596352,no,https://pubmed.ncbi.nlm.nih.gov/30596352
4,35987882,no,https://pubmed.ncbi.nlm.nih.gov/35987882
5,34173742,yes,https://pubmed.ncbi.nlm.nih.gov/34173742
6,36945291,no,https://pubmed.ncbi.nlm.nih.gov/36945291
7,32429981,yes,https://pubmed.ncbi.nlm.nih.gov/32429981
8,34847867,no,https://pubmed.ncbi.nlm.nih.gov/34847867
9,34592267,no,https://pubmed.ncbi.nlm.nih.gov/34592267
10,37078072,no,https://pubmed.ncbi.nlm.nih.gov/37078072
11,32294011,maybe,https://pubmed.ncbi.nlm.nih.gov/32294011
