ID,Summary
34449851,"Importance: Peripartum cardiomyopathy is a rare form of heart failure due to left ventricular systolic dysfunction that affects women late in pregnancy and the postpartum period. A diagnosis of exclusion, peripartum cardiomyopathy can be difficult to diagnose in the context of the normal physiologic changes of pregnancy and requires a high index of suspicion."
32856715,"Importance: Endometriosis is a major health concern in the adolescent population and significantly impacts daily physical and psychosocial functioning. Endometriosis can have differing presentations in this population, and the diagnosis often involves long delays and multiple visits to specialists."
31968055,This case series reports the clinical presentation and course of treatment for 32 women with biopsy-proven idiopathic granulomatous mastitis.
32079830,
31476792,"Standard treatment consists of curettage (manual + motorized high-speed burr) plus local adjuvants and bone grafting to fill the void. In anatomical locations that are difficult to reach surgically, percutaneous procedures (injection of sclerosant agents, radiofrequency thermal ablation (RFTA)) or selective arterial embolization (SAE) are used."
33586764,"Intrinsic brain tumors often occur within functional neural networks, leading to neurological impairment and disability of varying degrees. In this review, we summarize the history and usefulness of postacute cognitive rehabilitation for adult brain tumor patients."
36978047,Background: This review aimed to explore the available literature to update our understanding of the long head of biceps (LHB) at the shoulder. Synthesise our findings to identify emergent themes and knowledge gaps to inform future research and management directions.
36053280,Purpose: To review and compare the most recently published recommendations on the investigation and management of abnormal uterine bleeding (AUB).
31954491,"It would be impossible to summarise all of the significant developments in the surgical management of hepatocellular carcinoma (HCC), even just over the past year, in a manuscript of this scope. The ability to readily cure hepatitis C stands out as the most impactful development in the field over recent years, especially in Western countries where hepatitis C has long been the chief aetiology underlying HCC and a predictor of poor outcomes after surgery, but its full implications remain to be clarified."
30701608,"Surgical release of the lingual frenulum (frenotomy) has become an increasingly common procedure, performed from birth through to adulthood. The lingual frenulum is a dynamic structure, formed by a midline fold in a layer of fascia that inserts around the inner arc of the mandible, forming a diaphragm-like structure across the floor of mouth."
36231143,"Papillary thyroid cancer is the most common endocrine malignancy, occurring at an incidence rate of 12.9 per 100,000 in the US adult population. While the overall 10-year survival of PTC nears 95%, the presence of lymph node metastasis (LNM) or capsular invasion indicates the need for extensive neck dissection with possible adjuvant radioactive iodine therapy."
31080117,"While diagnosis is based on clinical findings, differential diagnosis depends mainly on magnetic resonance imaging (MRI). The posterior route is chosen for tumors located below the middle of S3, and allows an associated resection of sacral segments in case of tumor invasion."
35467767,"Because these lesions are rare, few surgeons have enough experience with them other than those practicing in tertiary vascular anomaly treatment centers. As our understanding of the pathogenesis of these lesions grows, novel therapies are being employed which may decrease the need for surgery."
30924056,"Although melanoma is a rare diagnosis in the pediatric population, advances in the management of adults with melanoma offer the prospect of promising therapeutic options for children. There is a growing body of pediatric-specific data relevant to the use of adjuvant therapies for advanced melanoma in children."
33406375,"These patients and their respective foot or lesser toe pain can present the physician with a complex problem with a long differential list. The chronic pathologies surrounding lesser toe pain in the adult population evaluated in this review include metatarsalgia, Morton's neuroma, Freiberg infraction, brachymetatarsia, bunionettes, and lesser toe disorders."
33706906,"Because children are excluded from melanoma clinical trials, management is based on pediatric retrospective data and adult clinical trials. This review focuses on epidemiology, presentation, surgical management, adjuvant therapy, and outcomes of pediatric melanoma."
30954961,"Bilioptysis is pathognomonic of the condition, however, bronchoscopy and bronchoalveolar lavage along with CT are used for confirmation. We describe this condition in a young woman who presented to us with bilioptysis following a laparotomy for blunt torso trauma."
32456671,"Objective: To examine the clinical features and outcomes of adolescent and young adult sarcoma patients who underwent surgical management and clarify important factors associated with prognosis. The tumor site, histology, grade, stage, and American Society of Anesthesiologists-Physical Status before surgery, operation time, intraoperative blood loss, complications, surgical margin, local recurrence, metastasis, and outcomes were investigated."
36906696,"Purpose: To describe the clinical characteristics, surgical technique, and outcomes in patients with kissing nevi who underwent surgical management in two tertiary referral centers."
32278471,"This study aims to evaluate the clinical presentation, diagnosis, and management of adult-onset laryngomalacia through literature review and report of a case."
35246183,Background: Lipoma arborescens (LA) is a rare benign synovial tumour characterized by the proliferation of mature adipocytes within the synovial cells.
31353140,Medical and surgical approaches to hyperthyroidism are reviewed as well as pathways for evaluation of nodules and malignancy.
34047809,The diagnosis can be difficult to make prior to surgical intervention and transesophageal echocardiography has been demonstrated to be more accurate in making the diagnosis compared to transthoracic echocardiography. Patients with UAV are predominantly males and present with stenosis about a decade earlier than those with the more prevalent bicuspid aortic valves (BAV).
36322436,"The incidence in adults increases with age, being seen most commonly in men in their 50s and 60s, so the presence of other medical conditions or infections can make it more difficult to identify spondylodiscitis. The mainstay of treatment is medical management, with antibiotics tailored to the relevant organism, as well as immobilisation."
34996630,"Unicystic ameloblastoma is a distinct pathological variant with varying evidence published about its behaviour and surgical management. Due to a paucity of large studies in the literature with long-term follow up, the aim of this study was to analyse its surgical management and identify clinicopathological features associated with recurrences."
30739214,"Pathologies of pediatric brain tumors are more varied than those diagnosed in adults and survival outcomes more optimistic. Medical management of these adults requires understanding the tumor diagnosis and location, the modalities used to treat the tumor, the age of the survivor at the time of diagnosis and treatment, any complications of treatment, and, most importantly, the baseline medical condition and neurological function of each adult survivor."
34248336,Background: We sought to assess hernia characteristics and classification through comprehensive review of the literature involving broad ligament herniation.
33296153,"Chronic kidney disease (CKD) is defined as impaired kidney function and proteinuria present over at least 3 months and is often present along with cardiovascular disease and diabetes. Estimated glomerular filtration rate (eGFR) of <60mL/min/1.73m2 is considered as a measure of impaired kidney function, which along with presence of albuminuria, abnormal histological findings (as detected through kidney tissue biopsy) or urine sediment abnormalities are used to diagnose CKD."
