Index,PubID,Result,Links,ID,Summary,History,input_text
2,32398569,yes,https://pubmed.ncbi.nlm.nih.gov/32398569,32398569,"In contrast to initial reports, recent studies suggest that children are just as likely as adults to become infected with the virus but have fewer symptoms and less severe disease. Four neonates (3 with pneumonia) have been reported to be SARS-CoV-2 positive despite strict infection control and prevention procedures during delivery and separation of mother and neonates, meaning vertical transmission could not be excluded.","aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- In contrast to initial reports, recent studies suggest that children are just as likely as adults to become infected with the virus but have fewer symptoms and less severe disease. Four neonates (3 with pneumonia) have been reported to be SARS-CoV-2 positive despite strict infection control and prevention procedures during delivery and separation of mother and neonates, meaning vertical transmission could not be excluded."
5,33067060,maybe,https://pubmed.ncbi.nlm.nih.gov/33067060,33067060,Background: No set guidelines to guide disposition decisions from the emergency department (ED) in patients with COVID-19 exist. Our goal was to determine characteristics that identify patients at high risk for adverse outcomes who may need admission to the hospital instead of an observation unit.,"aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- Background: No set guidelines to guide disposition decisions from the emergency department (ED) in patients with COVID-19 exist. Our goal was to determine characteristics that identify patients at high risk for adverse outcomes who may need admission to the hospital instead of an observation unit."
8,31627214,yes,https://pubmed.ncbi.nlm.nih.gov/31627214,31627214,"Background: An outbreak of Nipah virus (NiV) disease occurred in the Kozhikode district of Kerala State in India in May 2018. Several cases were treated at the emergency medicine department (ED) of the Government Medical College, Kozhikode (GMCK).","aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- Background: An outbreak of Nipah virus (NiV) disease occurred in the Kozhikode district of Kerala State in India in May 2018. Several cases were treated at the emergency medicine department (ED) of the Government Medical College, Kozhikode (GMCK)."
9,31804206,yes,https://pubmed.ncbi.nlm.nih.gov/31804206,31804206,"Purpose - to improve the results of reconstructive interventions on the aorta by improving methods for treating respiratory distress syndrome. In all patients, on the basis of a clinical and instrumental study and in accordance with the AECC criteria, acute lung injury syndrome (ALIS) was diagnosed, and in fourteen patients (73,7%), the severity corresponded to acute respiratory distress syndrome (ARDS).","aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- Purpose - to improve the results of reconstructive interventions on the aorta by improving methods for treating respiratory distress syndrome. In all patients, on the basis of a clinical and instrumental study and in accordance with the AECC criteria, acute lung injury syndrome (ALIS) was diagnosed, and in fourteen patients (73,7%), the severity corresponded to acute respiratory distress syndrome (ARDS)."
10,34637995,yes,https://pubmed.ncbi.nlm.nih.gov/34637995,34637995,"Because it is difficult to determine co-existence of bacterial pneumonia, many of these patients are initially treated with antibiotics. We compared the rates of bacterial infections and mortality in Covid-19 patients with pulmonary infiltrates versus patients diagnosed with 'pneumonia' the year previously.","aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- Because it is difficult to determine co-existence of bacterial pneumonia, many of these patients are initially treated with antibiotics. We compared the rates of bacterial infections and mortality in Covid-19 patients with pulmonary infiltrates versus patients diagnosed with 'pneumonia' the year previously."
13,37363457,yes,https://pubmed.ncbi.nlm.nih.gov/37363457,37363457,"Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) directly infects endothelial cells, generating widespread endothelial inflammation. Infection with SARS-CoV-2 and inflammatory responses cause vascular damage, hypercoagulability, thrombin activation, platelet aggregation, and plaque shedding as a result of hemodynamic alterations, which increase the risk of ischemic stroke.","aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) directly infects endothelial cells, generating widespread endothelial inflammation. Infection with SARS-CoV-2 and inflammatory responses cause vascular damage, hypercoagulability, thrombin activation, platelet aggregation, and plaque shedding as a result of hemodynamic alterations, which increase the risk of ischemic stroke."
16,32860649,yes,https://pubmed.ncbi.nlm.nih.gov/32860649,32860649,"Background: The outbreak of a new coronavirus, COVID-19, which was earliest reported in Wuhan, China, is now transmitting throughout the world. The aim of this study was to articulate the clinical characteristics of COVID-19 and to reveal possible factors that may affect the persistent time of positive SARS-CoV-2 nucleic acid test, so as to identify which patients may deteriorate or have poor prognoses as early as possible.","aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- Background: The outbreak of a new coronavirus, COVID-19, which was earliest reported in Wuhan, China, is now transmitting throughout the world. The aim of this study was to articulate the clinical characteristics of COVID-19 and to reveal possible factors that may affect the persistent time of positive SARS-CoV-2 nucleic acid test, so as to identify which patients may deteriorate or have poor prognoses as early as possible."
18,33505740,yes,https://pubmed.ncbi.nlm.nih.gov/33505740,33505740,"Background: Coronavirus disease (COVID-19) is a worldwide pandemic causing multiple fatalities and morbidities worldwide. While awaiting final culture and sensitivity reports, his antibiotics were upgraded to cover possible nocardia infection.","aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- Background: Coronavirus disease (COVID-19) is a worldwide pandemic causing multiple fatalities and morbidities worldwide. While awaiting final culture and sensitivity reports, his antibiotics were upgraded to cover possible nocardia infection."
19,33442654,yes,https://pubmed.ncbi.nlm.nih.gov/33442654,33442654,"Diagnosis can be challenging because of non-specific symptoms (fever, dyspnoea, haemoptysis, and pleuritic chest pain) and difficulty of detection by echocardiography. Risk factors include intravenous drug abuse, congenital heart disorders, alcohol abuse, male sex and central venous catheters, or pacemaker leads.","aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- Diagnosis can be challenging because of non-specific symptoms (fever, dyspnoea, haemoptysis, and pleuritic chest pain) and difficulty of detection by echocardiography. Risk factors include intravenous drug abuse, congenital heart disorders, alcohol abuse, male sex and central venous catheters, or pacemaker leads."
20,32825873,maybe,https://pubmed.ncbi.nlm.nih.gov/32825873,32825873,"Pneumocytis jirovecii pneumonia (PJP) and Pulmonary TB (PTB) both are common opportunistic infections among HIV infected individuals. We found all 6 patients had elevated serum LDH, hypoxia and imaging suggestive of PJP were offered sputum for Geisma stain and standard treatment for PJP in form of Bactrim-double strength and steroid.","aggressive 3 89 min , 56 / 103 μl 4 paco2","Is this patient history- aggressive 3 89 min , 56 / 103 μl 4 paco2- related to abstract- Pneumocytis jirovecii pneumonia (PJP) and Pulmonary TB (PTB) both are common opportunistic infections among HIV infected individuals. We found all 6 patients had elevated serum LDH, hypoxia and imaging suggestive of PJP were offered sputum for Geisma stain and standard treatment for PJP in form of Bactrim-double strength and steroid."
