Index,PubID,Result,Links,ID,Summary,History,input_text
1,33762733,yes,https://pubmed.ncbi.nlm.nih.gov/33762733,33762733,"Immunotherapy has been approved for treating HCC, but biomarker-based stratification of patients for optimal response to therapy is an unmet need6,7. In preclinical models of NASH-induced HCC, therapeutic immunotherapy targeted at programmed death-1 (PD1) expanded activated CD8+PD1+ T cells within tumours but did not lead to tumour regression, which indicates that tumour immune surveillance was impaired.","- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- Immunotherapy has been approved for treating HCC, but biomarker-based stratification of patients for optimal response to therapy is an unmet need6,7. In preclinical models of NASH-induced HCC, therapeutic immunotherapy targeted at programmed death-1 (PD1) expanded activated CD8+PD1+ T cells within tumours but did not lead to tumour regression, which indicates that tumour immune surveillance was impaired."
2,34619251,yes,https://pubmed.ncbi.nlm.nih.gov/34619251,34619251,"Recent data suggest that non-alcoholic fatty liver disease (NAFLD) has become a major public health problem in Asia, with an updated population prevalence of 34%. Finally, despite around 20-30 years of universal vaccination, chronic HBV infection remains prevalent in Asia, and emerging evidence highlights the importance of metabolic factors and concomitant hepatic steatosis on HCC development in infected patients.","- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- Recent data suggest that non-alcoholic fatty liver disease (NAFLD) has become a major public health problem in Asia, with an updated population prevalence of 34%. Finally, despite around 20-30 years of universal vaccination, chronic HBV infection remains prevalent in Asia, and emerging evidence highlights the importance of metabolic factors and concomitant hepatic steatosis on HCC development in infected patients."
3,34710362,yes,https://pubmed.ncbi.nlm.nih.gov/34710362,34710362,"WHO guidelines to prevent SSI recommend alcoholic chlorhexidine skin preparation and fascial closure using triclosan-coated sutures, but called for assessment of both interventions in low-resource settings.","- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- WHO guidelines to prevent SSI recommend alcoholic chlorhexidine skin preparation and fascial closure using triclosan-coated sutures, but called for assessment of both interventions in low-resource settings."
4,33832544,yes,https://pubmed.ncbi.nlm.nih.gov/33832544,33832544,"Background: In children, up to 30% of viral respiratory tract infections (RTIs) develop into bacterial complications associated with pneumonia, sinusitis or otitis media to trigger a tremendous need for antibiotics. This study investigated the efficacy of Echinacea for the prevention of viral RTIs, for the prevention of secondary bacterial complications and for reducing rates of antibiotic prescriptions in children.","- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- Background: In children, up to 30% of viral respiratory tract infections (RTIs) develop into bacterial complications associated with pneumonia, sinusitis or otitis media to trigger a tremendous need for antibiotics. This study investigated the efficacy of Echinacea for the prevention of viral RTIs, for the prevention of secondary bacterial complications and for reducing rates of antibiotic prescriptions in children."
5,34924279,yes,https://pubmed.ncbi.nlm.nih.gov/34924279,34924279,"Hepatocellular carcinoma (HCC) represents the third cause of cancer death in men worldwide, and its increasing incidence can be explained by the increasing occurrence of non-alcoholic steatohepatitis (NASH). Oncogenic signaling pathways, such as HIF-1α and RAS/PI3K/AKT, may provoke drug resistance by enhancing the aerobic glycolysis (""Warburg effect"") in cancer cells. Consequently, this ""citrate strategy"" could improve the tumor sensitivity to current treatments of HCC by reducing the extracellular acidity, thus enhancing the delivery of chemotherapeutic drugs into the tumor.","- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- Hepatocellular carcinoma (HCC) represents the third cause of cancer death in men worldwide, and its increasing incidence can be explained by the increasing occurrence of non-alcoholic steatohepatitis (NASH). Oncogenic signaling pathways, such as HIF-1α and RAS/PI3K/AKT, may provoke drug resistance by enhancing the aerobic glycolysis (""Warburg effect"") in cancer cells. Consequently, this ""citrate strategy"" could improve the tumor sensitivity to current treatments of HCC by reducing the extracellular acidity, thus enhancing the delivery of chemotherapeutic drugs into the tumor."
9,30218427,yes,https://pubmed.ncbi.nlm.nih.gov/30218427,30218427,"Background and aims: The patatin-like phospholipase domain-containing 3 (PNPLA3) gene has been associated with the development of alcoholic and nonalcoholic steatohepatitis. Using a newly developed and validated assay for PNPLA3, we explored the prevalence of gene polymorphisms in a cohort of HCV/HIV-coinfected individuals to determine whether there was an association with insulin resistance or hepatic fibrosis.","- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- Background and aims: The patatin-like phospholipase domain-containing 3 (PNPLA3) gene has been associated with the development of alcoholic and nonalcoholic steatohepatitis. Using a newly developed and validated assay for PNPLA3, we explored the prevalence of gene polymorphisms in a cohort of HCV/HIV-coinfected individuals to determine whether there was an association with insulin resistance or hepatic fibrosis."
11,37125245,yes,https://pubmed.ncbi.nlm.nih.gov/37125245,37125245,"Background and aim: Alcoholic hepatitis (AH), a severe complication of long-term alcohol misuse, has a 30% 90-day mortality. We aimed to test a measure of immune function, the QuantiFERON Monitor (QFM), in predicting clinical outcomes in patients with severe AH.","- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- Background and aim: Alcoholic hepatitis (AH), a severe complication of long-term alcohol misuse, has a 30% 90-day mortality. We aimed to test a measure of immune function, the QuantiFERON Monitor (QFM), in predicting clinical outcomes in patients with severe AH."
13,31372912,yes,https://pubmed.ncbi.nlm.nih.gov/31372912,31372912,Background/aims: Alcoholic hepatitis (AH) can lead to sudden and severe hepatic decompensation necessitating recurrent hospitalizations.,"- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- Background/aims: Alcoholic hepatitis (AH) can lead to sudden and severe hepatic decompensation necessitating recurrent hospitalizations."
14,34231100,yes,https://pubmed.ncbi.nlm.nih.gov/34231100,34231100,"This study aimed to firstly describe the presentation, treatment, and short- and long-term outcomes of an Australian cohort of patients admitted to hospital with alcoholic hepatitis and secondly to validate existing prognostic models.","- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- This study aimed to firstly describe the presentation, treatment, and short- and long-term outcomes of an Australian cohort of patients admitted to hospital with alcoholic hepatitis and secondly to validate existing prognostic models."
15,33984016,yes,https://pubmed.ncbi.nlm.nih.gov/33984016,33984016,"Background: Liver cirrhosis and ascites are risk factors for intra-abdominal hypertension (IAH) and abdominal compartment syndrome (ACS); however, data is scarce. We aimed to determine the prevalence of IAH/ACS in a population of critically ill cirrhotic patients with acute medical illness in intensive care and to assess for risk factors and clinical outcomes.","- - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive","Is this patient history- - - alcoholic - ##ot recall what happ ##one the . - the ##f , 88 , pulse min . physical break his metacarp ##al . slight well as the length with passive- related to abstract- Background: Liver cirrhosis and ascites are risk factors for intra-abdominal hypertension (IAH) and abdominal compartment syndrome (ACS); however, data is scarce. We aimed to determine the prevalence of IAH/ACS in a population of critically ill cirrhotic patients with acute medical illness in intensive care and to assess for risk factors and clinical outcomes."
