Index,PubID,Result,Links,ID,Summary,History,input_text
1,33586764,yes,https://pubmed.ncbi.nlm.nih.gov/33586764,33586764,"Intrinsic brain tumors often occur within functional neural networks, leading to neurological impairment and disability of varying degrees. In this review, we summarize the history and usefulness of postacute cognitive rehabilitation for adult brain tumor patients.","- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- Intrinsic brain tumors often occur within functional neural networks, leading to neurological impairment and disability of varying degrees. In this review, we summarize the history and usefulness of postacute cognitive rehabilitation for adult brain tumor patients."
2,31954491,yes,https://pubmed.ncbi.nlm.nih.gov/31954491,31954491,"It would be impossible to summarise all of the significant developments in the surgical management of hepatocellular carcinoma (HCC), even just over the past year, in a manuscript of this scope. The ability to readily cure hepatitis C stands out as the most impactful development in the field over recent years, especially in Western countries where hepatitis C has long been the chief aetiology underlying HCC and a predictor of poor outcomes after surgery, but its full implications remain to be clarified.","- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- It would be impossible to summarise all of the significant developments in the surgical management of hepatocellular carcinoma (HCC), even just over the past year, in a manuscript of this scope. The ability to readily cure hepatitis C stands out as the most impactful development in the field over recent years, especially in Western countries where hepatitis C has long been the chief aetiology underlying HCC and a predictor of poor outcomes after surgery, but its full implications remain to be clarified."
3,35467767,yes,https://pubmed.ncbi.nlm.nih.gov/35467767,35467767,"Because these lesions are rare, few surgeons have enough experience with them other than those practicing in tertiary vascular anomaly treatment centers. As our understanding of the pathogenesis of these lesions grows, novel therapies are being employed which may decrease the need for surgery.","- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- Because these lesions are rare, few surgeons have enough experience with them other than those practicing in tertiary vascular anomaly treatment centers. As our understanding of the pathogenesis of these lesions grows, novel therapies are being employed which may decrease the need for surgery."
6,31246146,yes,https://pubmed.ncbi.nlm.nih.gov/31246146,31246146,"Purpose: The purpose of this study is to describe a spectrum of surgical approaches to orbital dermoid cysts, influenced by the anatomic location of the expanded cyst wall and other factors.","- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- Purpose: The purpose of this study is to describe a spectrum of surgical approaches to orbital dermoid cysts, influenced by the anatomic location of the expanded cyst wall and other factors."
7,31923016,yes,https://pubmed.ncbi.nlm.nih.gov/31923016,31923016,This study aims to describe the surgical management and outcomes of cutaneous mold infections in immunocompromised children.,"- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- This study aims to describe the surgical management and outcomes of cutaneous mold infections in immunocompromised children."
8,33625190,yes,https://pubmed.ncbi.nlm.nih.gov/33625190,33625190,"Objective: To characterize the radiologic findings of petrous apex cephalocele (PAC) in a patient cohort, and report the surgical management for three symptomatic PAC patients and cerebrospinal fluid (CSF) leak via the middle cranial fossa approach.","- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- Objective: To characterize the radiologic findings of petrous apex cephalocele (PAC) in a patient cohort, and report the surgical management for three symptomatic PAC patients and cerebrospinal fluid (CSF) leak via the middle cranial fossa approach."
9,33050911,yes,https://pubmed.ncbi.nlm.nih.gov/33050911,33050911,"Background: There is no clear consensus on the management of caesarean scar pregnancy (CSP), a complex and life-threatening condition. The objective of this study was to present a novel approach to management of CSP that combines medical therapy of multidose methotrexate and mifepristone with active surgical management by uterine curettage and consecutive local haemostasis.","- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- Background: There is no clear consensus on the management of caesarean scar pregnancy (CSP), a complex and life-threatening condition. The objective of this study was to present a novel approach to management of CSP that combines medical therapy of multidose methotrexate and mifepristone with active surgical management by uterine curettage and consecutive local haemostasis."
11,31125780,yes,https://pubmed.ncbi.nlm.nih.gov/31125780,31125780,"We attempt to remove the tumors via piecemeal total or subtotal excision, leaving parts of the capsule adjacent to nerves to preserve the nerves. This study aimed to present the cases of giant sacral schwannoma at our institutions as well as review the relevant literature and to discuss surgical management.","- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- We attempt to remove the tumors via piecemeal total or subtotal excision, leaving parts of the capsule adjacent to nerves to preserve the nerves. This study aimed to present the cases of giant sacral schwannoma at our institutions as well as review the relevant literature and to discuss surgical management."
12,37504306,maybe,https://pubmed.ncbi.nlm.nih.gov/37504306,37504306,"With the exception of well-differentiated liposarcoma, dedifferentiated liposarcoma, leiomyosarcoma, solitary fibrous tumour, malignant peripheral nerve sheath tumour, and undifferentiated pleomorphic sarcoma, the majority of the ≈70 histologic subtypes of retroperitoneal sarcoma are defined as 'ultra-rare' sarcomas, with an incidence of ≤1-5/1,000,000 persons/year. For most of these ultra-rare RPS subtypes, diagnosis and treatment follows international guidelines for the management of more common RPS histologies, with en bloc surgical resection as the mainstay of curative treatment, and enrolment in clinical trials where possible.","- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- With the exception of well-differentiated liposarcoma, dedifferentiated liposarcoma, leiomyosarcoma, solitary fibrous tumour, malignant peripheral nerve sheath tumour, and undifferentiated pleomorphic sarcoma, the majority of the ≈70 histologic subtypes of retroperitoneal sarcoma are defined as 'ultra-rare' sarcomas, with an incidence of ≤1-5/1,000,000 persons/year. For most of these ultra-rare RPS subtypes, diagnosis and treatment follows international guidelines for the management of more common RPS histologies, with en bloc surgical resection as the mainstay of curative treatment, and enrolment in clinical trials where possible."
14,36811127,yes,https://pubmed.ncbi.nlm.nih.gov/36811127,36811127,"Our objectives were to assess the clinical presentations, risk factors, radiological findings, pathological types, and surgical options for patients with ILC treated at the national guard hospital.","- - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s","Is this patient history- - - field arr free his no trauma to the he ” months , got ##ger physical nodule his no telangiectasia ##s- related to abstract- Our objectives were to assess the clinical presentations, risk factors, radiological findings, pathological types, and surgical options for patients with ILC treated at the national guard hospital."
