Index,PubID,Result,Links,ID,Summary,History,input_text
2,29261912,yes,https://pubmed.ncbi.nlm.nih.gov/29261912,29261912,"Progression to cardiopulmonary arrest and ultimately death is likely in the absence of effective and timely airway management. Therefore, one of the primary goals of airway management is to provide adequate ventilation and oxygenation to avoid or halt the progression to cardiopulmonary arrest.",- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,"Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- Progression to cardiopulmonary arrest and ultimately death is likely in the absence of effective and timely airway management. Therefore, one of the primary goals of airway management is to provide adequate ventilation and oxygenation to avoid or halt the progression to cardiopulmonary arrest."
3,35001832,yes,https://pubmed.ncbi.nlm.nih.gov/35001832,35001832,"The unique challenges of pediatric respiratory and airway emergencies require the development and maintenance of a prehospital quality management program that includes pediatric-focused medical oversight and clinical care expertise, data collection, operational considerations, focused education, and clinician competency evaluation. EMS agencies should define quality indicators for pediatric-specific elements in respiratory distress and airway management and benchmark performance based on regional and national standards.",- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,"Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- The unique challenges of pediatric respiratory and airway emergencies require the development and maintenance of a prehospital quality management program that includes pediatric-focused medical oversight and clinical care expertise, data collection, operational considerations, focused education, and clinician competency evaluation. EMS agencies should define quality indicators for pediatric-specific elements in respiratory distress and airway management and benchmark performance based on regional and national standards."
5,37565058,yes,https://pubmed.ncbi.nlm.nih.gov/37565058,37565058,Objective: To perform a scoping review to characterize postoperative outcomes of pediatric patients (ages 0-18) with a history of congenital head and neck teratomas.,- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- Objective: To perform a scoping review to characterize postoperative outcomes of pediatric patients (ages 0-18) with a history of congenital head and neck teratomas.
6,35001823,yes,https://pubmed.ncbi.nlm.nih.gov/35001823,35001823,"Devices and techniques such as bag-valve-mask ventilation, endotracheal intubation, supraglottic airway devices, and noninvasive ventilation offer important tools for airway management in critically ill EMS patients. Advanced approaches to pediatric ETI including drug-assisted airway management, apneic oxygenation, and use of direct and video laryngoscopy require further research to more clearly define their risks and benefits prior to widespread implementation.",- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,"Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- Devices and techniques such as bag-valve-mask ventilation, endotracheal intubation, supraglottic airway devices, and noninvasive ventilation offer important tools for airway management in critically ill EMS patients. Advanced approaches to pediatric ETI including drug-assisted airway management, apneic oxygenation, and use of direct and video laryngoscopy require further research to more clearly define their risks and benefits prior to widespread implementation."
7,34527357,yes,https://pubmed.ncbi.nlm.nih.gov/34527357,34527357,"Central airway obstruction (CAO), which results from malignant, benign or iatrogenic etiologies, causes significant morbidity and mortality and can be seen in both the pediatric and adult patient population. In severe CAO where there is concern for total loss of the airway creating a life-threatening situation for the patient during procedural intervention, short term extracorporeal membrane oxygenation or ECMO has been successfully reported in the literature to provide ventilation and oxygenation support throughout the procedure.",- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,"Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- Central airway obstruction (CAO), which results from malignant, benign or iatrogenic etiologies, causes significant morbidity and mortality and can be seen in both the pediatric and adult patient population. In severe CAO where there is concern for total loss of the airway creating a life-threatening situation for the patient during procedural intervention, short term extracorporeal membrane oxygenation or ECMO has been successfully reported in the literature to provide ventilation and oxygenation support throughout the procedure."
9,36973036,yes,https://pubmed.ncbi.nlm.nih.gov/36973036,36973036,"We aimed to evaluate the success rate of NRS in pediatric high-dependency units (PHDUs), identify predictors of NRS failure, quantify adverse events, and assess outcomes.",- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,"Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- We aimed to evaluate the success rate of NRS in pediatric high-dependency units (PHDUs), identify predictors of NRS failure, quantify adverse events, and assess outcomes."
10,31164485,yes,https://pubmed.ncbi.nlm.nih.gov/31164485,31164485,"Background: Chest physiotherapy has been reported to be beneficial in specific clinical contexts, yet it carries a risk of potential serious adverse events with little benefit in other patients. This study aims to validate the Airway Clearance and Expansion Index (ACE-I) for the serial assessment of hospitalized pediatric patients with impaired airway clearance and to establish reliability in score acquisition across a range of pediatric respiratory disease states.",- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,"Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- Background: Chest physiotherapy has been reported to be beneficial in specific clinical contexts, yet it carries a risk of potential serious adverse events with little benefit in other patients. This study aims to validate the Airway Clearance and Expansion Index (ACE-I) for the serial assessment of hospitalized pediatric patients with impaired airway clearance and to establish reliability in score acquisition across a range of pediatric respiratory disease states."
11,37465711,yes,https://pubmed.ncbi.nlm.nih.gov/37465711,37465711,Audience and type of curriculum: This is a refresher curriculum utilizing multiple methods of education to augment the skills of generalist healthcare providers in low- and middle-income countries (LMICs) in the identification and stabilization of pediatric respiratory emergencies.,- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- Audience and type of curriculum: This is a refresher curriculum utilizing multiple methods of education to augment the skills of generalist healthcare providers in low- and middle-income countries (LMICs) in the identification and stabilization of pediatric respiratory emergencies.
12,30890631,yes,https://pubmed.ncbi.nlm.nih.gov/30890631,30890631,"Background: All health-care providers who care for infants and children should be able to effectively provide ventilation with a bag and a mask. Respiratory therapists (RTs'), as part of rapid response teams, need to quickly identify the need for airway support and use adjunct airway interventions when subjects are difficult to mask ventilate.",- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,"Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- Background: All health-care providers who care for infants and children should be able to effectively provide ventilation with a bag and a mask. Respiratory therapists (RTs'), as part of rapid response teams, need to quickly identify the need for airway support and use adjunct airway interventions when subjects are difficult to mask ventilate."
13,31218294,maybe,https://pubmed.ncbi.nlm.nih.gov/31218294,31218294,The objective of this study was to examine baseline prehospital (PH) factors associated with outcomes from the Andhra Pradesh Traumatic Brain Injury Project.,- - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .,Is this patient history- - - female . in to bone her to serum alkaline pth ##s plain her very bones a stress fracture and ##ing femur bones . characteristic cysts with a ##en .- related to abstract- The objective of this study was to examine baseline prehospital (PH) factors associated with outcomes from the Andhra Pradesh Traumatic Brain Injury Project.
