Index,PubID,Result,Links
1,30974443,no,https://pubmed.ncbi.nlm.nih.gov/30974443
2,34506326,no,https://pubmed.ncbi.nlm.nih.gov/34506326
3,33664467,no,https://pubmed.ncbi.nlm.nih.gov/33664467
4,30384985,maybe,https://pubmed.ncbi.nlm.nih.gov/30384985
5,31838477,no,https://pubmed.ncbi.nlm.nih.gov/31838477
6,30196017,yes,https://pubmed.ncbi.nlm.nih.gov/30196017
7,35229116,yes,https://pubmed.ncbi.nlm.nih.gov/35229116
8,36572621,yes,https://pubmed.ncbi.nlm.nih.gov/36572621
9,30499415,yes,https://pubmed.ncbi.nlm.nih.gov/30499415
10,36142816,no,https://pubmed.ncbi.nlm.nih.gov/36142816
11,33447301,yes,https://pubmed.ncbi.nlm.nih.gov/33447301
