Index,PubID,Result,Links
1,33846843,yes,https://pubmed.ncbi.nlm.nih.gov/33846843
2,32928498,yes,https://pubmed.ncbi.nlm.nih.gov/32928498
3,35445176,yes,https://pubmed.ncbi.nlm.nih.gov/35445176
4,30559558,maybe,https://pubmed.ncbi.nlm.nih.gov/30559558
5,32755376,yes,https://pubmed.ncbi.nlm.nih.gov/32755376
6,31352554,yes,https://pubmed.ncbi.nlm.nih.gov/31352554
7,35169408,no,https://pubmed.ncbi.nlm.nih.gov/35169408
8,30392595,yes,https://pubmed.ncbi.nlm.nih.gov/30392595
9,31280425,yes,https://pubmed.ncbi.nlm.nih.gov/31280425
10,31015391,no,https://pubmed.ncbi.nlm.nih.gov/31015391
11,33857015,yes,https://pubmed.ncbi.nlm.nih.gov/33857015
12,33001739,yes,https://pubmed.ncbi.nlm.nih.gov/33001739
13,36897051,no,https://pubmed.ncbi.nlm.nih.gov/36897051
14,33650727,yes,https://pubmed.ncbi.nlm.nih.gov/33650727
